accession,comment,created,strain,organism,mol_type,isolation_source,db_xref,country,collection_date,collected_by,gi,length,other_seqids,updated,date,region,host,division,note,serotype,G,P
AB611688,,02-MAR-2011,AB611688,Porcine rotavirus A,genomic RNA,diarrheal feces collected from 4-day-old pig,taxon:10967,Japan,Feb-2009,,325048989,933,"{'dbj': ['AB611688.1'], 'gi': ['325048989']}",28-DEC-2011,2011-12-28,Asia,,Miyazaki,genotype G9,G9,G9,None
AB611689,,02-MAR-2011,AB611689,Porcine rotavirus A,genomic RNA,diarrheal feces collected from 7-day-old pig,taxon:10967,Japan,Mar-2009,,325048991,933,"{'dbj': ['AB611689.1'], 'gi': ['325048991']}",28-DEC-2011,2011-12-28,Asia,,Miyazaki,genotype G9,G9,G9,None
AB611690,,02-MAR-2011,AB611690,Porcine rotavirus A,genomic RNA,diarrheal feces collected from a 6-day-old pig,taxon:10967,Japan,Mar-2009,,325048993,933,"{'dbj': ['AB611690.1'], 'gi': ['325048993']}",28-DEC-2011,2011-12-28,Asia,,Miyazaki,genotype G9,G9,G9,None
AB611691,,02-MAR-2011,AB611691,Porcine rotavirus A,genomic RNA,diarrheal feces collected from a 7-day-old pig,taxon:10967,Japan,Mar-2010,,325048995,933,"{'dbj': ['AB611691.1'], 'gi': ['325048995']}",28-DEC-2011,2011-12-28,Asia,,Miyazaki,genotype G9,G9,G9,None
AB611692,,02-MAR-2011,AB611692,Porcine rotavirus A,genomic RNA,diarrheal feces collected from a 4-day-old pig,taxon:10967,Japan,May-2009,,325048997,933,"{'dbj': ['AB611692.1'], 'gi': ['325048997']}",28-DEC-2011,2011-12-28,Asia,,Miyazaki,genotype G3,G3,G3,None
AB611693,,02-MAR-2011,AB611693,Porcine rotavirus A,genomic RNA,diarrheal feces collected from a 4-day-old pig,taxon:10967,Japan,Mar-2010,,325048999,933,"{'dbj': ['AB611693.1'], 'gi': ['325048999']}",28-DEC-2011,2011-12-28,Asia,,Miyazaki,genotype G5,G5,G5,None
JF411746,,29-AUG-2011,JF411746,Rotavirus A turkey/TURV01/BRA/2010,genomic RNA,stool sample,taxon:1077208,Brazil,2010,,344190141,933,"{'gb': ['JF411746.1'], 'gi': ['344190141']}",29-FEB-2012,2012-02-29,South America,turkey,,,,,
JF411747,,29-AUG-2011,JF411747,Rotavirus A turkey/TURV02/BRA/2010,genomic RNA,stool sample,taxon:1077209,Brazil,2010,,344190143,933,"{'gb': ['JF411747.1'], 'gi': ['344190143']}",29-FEB-2012,2012-02-29,South America,turkey,,,,,
JF411748,,29-AUG-2011,JF411748,Rotavirus A turkey/TURV03/BRA/2010,genomic RNA,stool sample,taxon:1077210,Brazil,2010,,344190145,933,"{'gb': ['JF411748.1'], 'gi': ['344190145']}",29-FEB-2012,2012-02-29,South America,turkey,,,,,
JF411749,,29-AUG-2011,JF411749,Rotavirus A turkey/TURV04/BRA/2010,genomic RNA,stool sample,taxon:1077211,Brazil,2010,,344190147,933,"{'gb': ['JF411749.1'], 'gi': ['344190147']}",29-FEB-2012,2012-02-29,South America,turkey,,,,,
JF411750,,29-AUG-2011,JF411750,Rotavirus A turkey/TURV05/BRA/2010,genomic RNA,stool sample,taxon:1077212,Brazil,2010,,344190149,933,"{'gb': ['JF411750.1'], 'gi': ['344190149']}",29-FEB-2012,2012-02-29,South America,turkey,,,,,
JF411751,,29-AUG-2011,JF411751,Rotavirus A turkey/TURV06/BRA/2010,genomic RNA,stool sample,taxon:1077213,Brazil,2010,,344190151,933,"{'gb': ['JF411751.1'], 'gi': ['344190151']}",29-FEB-2012,2012-02-29,South America,turkey,,,,,
MN862155,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862155,Rotavirus A,genomic RNA,,taxon:28875,USA,2014,Douglas Marthaler,1877761172,933,"{'gb': ['MN862155.1'], 'gi': ['1877761172']}",27-JUL-2020,2020-07-27,North America,pig,Oklahoma,genotype: G4,G4,G4,None
KC254770,Sequencing Technology :: Sanger dideoxy sequencing,18-MAR-2013,KC254770,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2012,,460479252,932,"{'gb': ['KC254770.1'], 'gi': ['460479252']}",08-AUG-2013,2013-08-08,South America,pig,,,,,
MN862252,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862252,Rotavirus A,genomic RNA,,taxon:28875,USA,2014,Douglas Marthaler,1877761366,931,"{'gb': ['MN862252.1'], 'gi': ['1877761366']}",27-JUL-2020,2020-07-27,North America,pig,Illinois,genotype: G9,G9,G9,None
FJ712692,,10-OCT-2009,FJ712692,Rotavirus A,genomic RNA,,taxon:28875,Argentina,2006,,260534404,930,"{'gb': ['FJ712692.1'], 'gi': ['260534404']}",24-JUL-2016,2016-07-24,South America,Homo sapiens,,,,,
FJ712693,,10-OCT-2009,FJ712693,Rotavirus A,genomic RNA,,taxon:28875,Argentina,2006,,260534406,930,"{'gb': ['FJ712693.1'], 'gi': ['260534406']}",24-JUL-2016,2016-07-24,South America,Homo sapiens,,,,,
KC254771,Sequencing Technology :: Sanger dideoxy sequencing,18-MAR-2013,KC254771,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2012,,460479254,929,"{'gb': ['KC254771.1'], 'gi': ['460479254']}",08-AUG-2013,2013-08-08,South America,pig,,,,,
KC254778,Sequencing Technology :: Sanger dideoxy sequencing,18-MAR-2013,KC254778,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2012,,460479268,929,"{'gb': ['KC254778.1'], 'gi': ['460479268']}",08-AUG-2013,2013-08-08,South America,pig,,,,,
MN862142,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862142,Rotavirus A,genomic RNA,,taxon:28875,USA,2014,Douglas Marthaler,1877761146,929,"{'gb': ['MN862142.1'], 'gi': ['1877761146']}",27-JUL-2020,2020-07-27,North America,pig,Indiana,"Mixed G4 and G9 sample;
genotype: G4","G4, G9, G4",G4,None
KC254785,Sequencing Technology :: Sanger dideoxy sequencing,18-MAR-2013,KC254785,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2011,,460479282,928,"{'gb': ['KC254785.1'], 'gi': ['460479282']}",08-AUG-2013,2013-08-08,South America,pig,,,,,
KC254774,Sequencing Technology :: Sanger dideoxy sequencing,18-MAR-2013,KC254774,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2012,,460479260,927,"{'gb': ['KC254774.1'], 'gi': ['460479260']}",08-AUG-2013,2013-08-08,South America,pig,,,,,
KX362852,Assembly Method :: SPAdes v. 3.5 ; Sequencing Technology :: Illumina,02-JUL-2016,KX362852,Rotavirus A,genomic RNA,,taxon:28875,Viet Nam,26-Oct-2012,,1040789281,927,"{'gb': ['KX362852.1'], 'gi': ['1040789281']}",02-JUL-2016,2016-07-02,Asia,Homo sapiens,,genotype: G1,G1,G1,None
MT274678,Sequencing Technology :: Sanger dideoxy sequencing,08-DEC-2020,MT274678,Bovine rotavirus A,genomic RNA,calf diarrhoea,taxon:35333,India,,Vandana Gupta,1939264308,927,"{'gb': ['MT274678.1'], 'gi': ['1939264308']}",10-DEC-2020,2020-12-10,Asia,bovine,,group: A,,,
KY021147,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021147,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,15-Aug-2014,,1205242849,926,"{'gb': ['KY021147.1'], 'gi': ['1205242849']}",17-JUN-2017,2017-06-17,Asia,wild boar,,,,,
HM567170,,23-OCT-2010,HM567170,Bovine rotavirus,genomic RNA,,taxon:10927,India,06-Jan-2010,,308913526,924,"{'gb': ['HM567170.1'], 'gi': ['308913526']}",25-JUL-2016,2016-07-25,Asia,bovine,,genotype: G6,G6,G6,None
KY021131,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021131,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,03-Jul-2014,,1205242817,924,"{'gb': ['KY021131.1'], 'gi': ['1205242817']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
KY021138,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021138,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,19-Aug-2014,,1205242831,924,"{'gb': ['KY021138.1'], 'gi': ['1205242831']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
MT025327,Sequencing Technology :: Sanger dideoxy sequencing,18-NOV-2020,MT025327,Bovine rotavirus A,genomic RNA,feces,taxon:35333,Spain,15-May-2017,EXOPOL-UNIZAR,1931769703,924,"{'gb': ['MT025327.1'], 'gi': ['1931769703']}",18-NOV-2020,2020-11-18,Europe,,Madrid,subtype: G10,G10,G10,None
MT025328,Sequencing Technology :: Sanger dideoxy sequencing,18-NOV-2020,MT025328,Bovine rotavirus A,genomic RNA,feces,taxon:35333,Spain,15-Mar-2018,EXOPOL-UNIZAR,1931769705,924,"{'gb': ['MT025328.1'], 'gi': ['1931769705']}",18-NOV-2020,2020-11-18,Europe,,Caceres,subtype: G10,G10,G10,None
MT025329,Sequencing Technology :: Sanger dideoxy sequencing,18-NOV-2020,MT025329,Bovine rotavirus A,genomic RNA,feces,taxon:35333,Spain,15-Nov-2018,EXOPOL-UNIZAR,1931769707,924,"{'gb': ['MT025329.1'], 'gi': ['1931769707']}",18-NOV-2020,2020-11-18,Europe,,Girona,subtype: G10,G10,G10,None
MT025330,Sequencing Technology :: Sanger dideoxy sequencing,18-NOV-2020,MT025330,Bovine rotavirus A,genomic RNA,feces,taxon:35333,Spain,15-Apr-2017,EXOPOL-UNIZAR,1931769709,924,"{'gb': ['MT025330.1'], 'gi': ['1931769709']}",18-NOV-2020,2020-11-18,Europe,,Cantabria,subtype: G10,G10,G10,None
FJ712697,,10-OCT-2009,FJ712697,Rotavirus A,genomic RNA,,taxon:28875,Argentina,2006,,260534408,923,"{'gb': ['FJ712697.1'], 'gi': ['260534408']}",24-JUL-2016,2016-07-24,South America,Homo sapiens,,,,,
FJ712698,,10-OCT-2009,FJ712698,Rotavirus A,genomic RNA,,taxon:28875,Argentina,2006,,260534410,923,"{'gb': ['FJ712698.1'], 'gi': ['260534410']}",24-JUL-2016,2016-07-24,South America,Homo sapiens,,,,,
FJ712699,,10-OCT-2009,FJ712699,Rotavirus A,genomic RNA,,taxon:28875,Argentina,2006,,260534412,923,"{'gb': ['FJ712699.1'], 'gi': ['260534412']}",24-JUL-2016,2016-07-24,South America,Homo sapiens,,,,,
FJ712701,,10-OCT-2009,FJ712701,Rotavirus A,genomic RNA,,taxon:28875,Argentina,2006,,260534416,923,"{'gb': ['FJ712701.1'], 'gi': ['260534416']}",24-JUL-2016,2016-07-24,South America,Homo sapiens,,,,,
FJ712702,,08-OCT-2009,FJ712702,Rotavirus A,genomic RNA,,taxon:28875,Argentina,2005,,260800657,923,"{'gb': ['FJ712702.1'], 'gi': ['260800657']}",24-JUL-2016,2016-07-24,South America,Homo sapiens,,,,,
KY021127,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021127,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,12-Jun-2014,,1205242809,922,"{'gb': ['KY021127.1'], 'gi': ['1205242809']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
KY021133,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021133,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,03-Jul-2014,,1205242821,922,"{'gb': ['KY021133.1'], 'gi': ['1205242821']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
KY021140,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021140,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,19-Aug-2014,,1205242835,922,"{'gb': ['KY021140.1'], 'gi': ['1205242835']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
KY021143,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021143,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,25-Sep-2014,,1205242841,922,"{'gb': ['KY021143.1'], 'gi': ['1205242841']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
KC254776,Sequencing Technology :: Sanger dideoxy sequencing,18-MAR-2013,KC254776,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2012,,460479264,921,"{'gb': ['KC254776.1'], 'gi': ['460479264']}",08-AUG-2013,2013-08-08,South America,pig,,,,,
KY021123,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021123,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,12-Jun-2014,,1205242801,921,"{'gb': ['KY021123.1'], 'gi': ['1205242801']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
KY021130,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021130,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,03-Jul-2014,,1205242815,921,"{'gb': ['KY021130.1'], 'gi': ['1205242815']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
KY021134,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021134,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,03-Jul-2014,,1205242823,921,"{'gb': ['KY021134.1'], 'gi': ['1205242823']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
MH140443,Sequencing Technology :: Sanger dideoxy sequencing,19-JAN-2019,MH140443,Rotavirus A,genomic RNA,feces,taxon:28875,Bangladesh,21-Apr-2017,,1554611734,921,"{'gb': ['MH140443.1'], 'gi': ['1554611734']}",19-JAN-2019,2019-01-19,Asia,cow,,genotype: G6P[11],G6P[11],G6,P11
LC591102,,11-DEC-2020,LC591102,Bovine rotavirus A,genomic RNA,,taxon:35333,Japan,2020-05,,1942498260,921,"{'dbj': ['LC591102.1'], 'gi': ['1942498260']}",11-DEC-2020,2020-12-11,Asia,Bos taurus,Okayama,,,,
KJ701395,Sequencing Technology :: Sanger dideoxy sequencing,07-JUL-2014,KJ701395,Bovine rotavirus A,genomic RNA,diarrheal stool,taxon:35333,India,05-Feb-2013,P. Chakraborty,661920305,920,"{'gb': ['KJ701395.1'], 'gi': ['661920305']}",07-JUL-2014,2014-07-07,Asia,bovine,,,,,
FJ712700,,10-OCT-2009,FJ712700,Rotavirus A,genomic RNA,,taxon:28875,Argentina,2006,,260534414,919,"{'gb': ['FJ712700.1'], 'gi': ['260534414']}",24-JUL-2016,2016-07-24,South America,Homo sapiens,,,,,
KJ701401,Sequencing Technology :: Sanger dideoxy sequencing,07-JUL-2014,KJ701401,Bovine rotavirus A,genomic RNA,diarrheal stool,taxon:35333,India,20-Jan-2013,P. Chakraborty,661920317,918,"{'gb': ['KJ701401.1'], 'gi': ['661920317']}",07-JUL-2014,2014-07-07,Asia,bovine,,,,,
KJ701402,Sequencing Technology :: Sanger dideoxy sequencing,07-JUL-2014,KJ701402,Bovine rotavirus A,genomic RNA,diarrheal stool,taxon:35333,India,22-Feb-2013,P. Chakraborty,661920319,918,"{'gb': ['KJ701402.1'], 'gi': ['661920319']}",07-JUL-2014,2014-07-07,Asia,bovine,,,,,
KJ701403,Sequencing Technology :: Sanger dideoxy sequencing,07-JUL-2014,KJ701403,Bovine rotavirus A,genomic RNA,diarrheal stool,taxon:35333,India,20-Jan-2013,P. Chakraborty,661920321,918,"{'gb': ['KJ701403.1'], 'gi': ['661920321']}",07-JUL-2014,2014-07-07,Asia,bovine,,,,,
MH140448,Sequencing Technology :: Sanger dideoxy sequencing,19-JAN-2019,MH140448,Rotavirus A,genomic RNA,feces,taxon:28875,Bangladesh,30-Jul-2017,,1554611744,918,"{'gb': ['MH140448.1'], 'gi': ['1554611744']}",19-JAN-2019,2019-01-19,Asia,cow,,genotype: G6P[11],G6P[11],G6,P11
KJ701391,Sequencing Technology :: Sanger dideoxy sequencing,07-JUL-2014,KJ701391,Bovine rotavirus A,genomic RNA,diarrheal stool,taxon:35333,India,05-Feb-2013,P. Chakraborty,661920297,916,"{'gb': ['KJ701391.1'], 'gi': ['661920297']}",07-JUL-2014,2014-07-07,Asia,bovine,,,,,
KY021126,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021126,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,12-Jun-2014,,1205242807,916,"{'gb': ['KY021126.1'], 'gi': ['1205242807']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
MG542679,Sequencing Technology :: Sanger dideoxy sequencing,23-JAN-2018,MG542679,Bovine rotavirus,genomic RNA,fecal sample,taxon:10927,India,20-Aug-2012,Mir Nadeem,1330292631,916,"{'gb': ['MG542679.1'], 'gi': ['1330292631']}",23-JAN-2018,2018-01-23,Asia,bovine,,,,,
KX363126,Assembly Method :: SPAdes v. 3.5 ; Sequencing Technology :: Illumina,02-JUL-2016,KX363126,Rotavirus A,genomic RNA,,taxon:28875,Viet Nam,31-Jan-2013,,1040789331,914,"{'gb': ['KX363126.1'], 'gi': ['1040789331']}",02-JUL-2016,2016-07-02,Asia,Homo sapiens,,genotype: G1,G1,G1,None
AB747358,,09-JAN-2013,AB747358,Bovine rotavirus G6,genomic RNA,,taxon:195476,Japan,,,440646954,913,"{'dbj': ['AB747358.1'], 'gi': ['440646954']}",09-JAN-2013,2013-01-09,Asia,,,,,,
AB747359,,09-JAN-2013,AB747359,Bovine rotavirus G6,genomic RNA,,taxon:195476,Japan,1983,,440646956,913,"{'dbj': ['AB747359.1'], 'gi': ['440646956']}",09-JAN-2013,2013-01-09,Asia,,,,,,
AB747360,,09-JAN-2013,AB747360,Bovine rotavirus G6,genomic RNA,,taxon:195476,Japan,1983,,440646958,913,"{'dbj': ['AB747360.1'], 'gi': ['440646958']}",09-JAN-2013,2013-01-09,Asia,,,,,,
AB747361,,09-JAN-2013,AB747361,Bovine rotavirus G6,genomic RNA,,taxon:195476,India,,,440646960,913,"{'dbj': ['AB747361.1'], 'gi': ['440646960']}",09-JAN-2013,2013-01-09,Asia,,,,,,
AB748612,,09-JAN-2013,AB748612,Human rotavirus A,genomic RNA,,taxon:10941,Israel,1995,,440647062,913,"{'dbj': ['AB748612.1'], 'gi': ['440647062']}",09-JAN-2013,2013-01-09,Asia,,,,,,
KJ701394,Sequencing Technology :: Sanger dideoxy sequencing,07-JUL-2014,KJ701394,Bovine rotavirus A,genomic RNA,diarrheal stool,taxon:35333,India,11-Sep-2012,P. Chakraborty,661920303,913,"{'gb': ['KJ701394.1'], 'gi': ['661920303']}",07-JUL-2014,2014-07-07,Asia,bovine,,,,,
KY021135,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021135,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,31-Jul-2015,,1205242825,912,"{'gb': ['KY021135.1'], 'gi': ['1205242825']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
KX363223,Assembly Method :: SPAdes v. 3.5 ; Sequencing Technology :: Illumina,02-JUL-2016,KX363223,Rotavirus A,genomic RNA,,taxon:28875,Viet Nam,26-Feb-2013,,1040789351,911,"{'gb': ['KX363223.1'], 'gi': ['1040789351']}",02-JUL-2016,2016-07-02,Asia,Homo sapiens,,genotype: G2,G2,G2,None
KC254777,Sequencing Technology :: Sanger dideoxy sequencing,18-MAR-2013,KC254777,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2012,,460479266,910,"{'gb': ['KC254777.1'], 'gi': ['460479266']}",08-AUG-2013,2013-08-08,South America,pig,,,,,
MN862122,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862122,Rotavirus A,genomic RNA,,taxon:28875,USA,2014,Douglas Marthaler,1877761106,910,"{'gb': ['MN862122.1'], 'gi': ['1877761106']}",27-JUL-2020,2020-07-27,North America,pig,Iowa,genotype: G3,G3,G3,None
JN626228,,28-JAN-2012,JN626228,Bovine rotavirus A,genomic RNA,stool sample,taxon:35333,India,,,373503041,909,"{'gb': ['JN626228.1'], 'gi': ['373503041']}",28-JAN-2012,2012-01-28,Asia,bovine,,genotype: G3,G3,G3,None
KX362989,Assembly Method :: SPAdes v. 3.5 ; Sequencing Technology :: Illumina,02-JUL-2016,KX362989,Rotavirus A,genomic RNA,,taxon:28875,Viet Nam,12-Dec-2012,,1040789307,909,"{'gb': ['KX362989.1'], 'gi': ['1040789307']}",02-JUL-2016,2016-07-02,Asia,Homo sapiens,,genotype: G1,G1,G1,None
AJ311740,,02-JUL-2001,AJ311740,Human rotavirus A,genomic RNA,,taxon:10941,USA,,,14595054,908,"{'emb': ['AJ311740.1'], 'gi': ['14595054']}",23-JUL-2016,2016-07-23,North America,,,,,,
AF443298,,02-DEC-2002,AF443298,Bovine rotavirus,genomic DNA,,taxon:10927,,,,25990811,905,"{'gb': ['AF443298.1'], 'gi': ['25990811']}",24-JUL-2016,2016-07-24,No information,,,,,,
KY021125,Sequencing Technology :: Sanger dideoxy sequencing,17-JUN-2017,KY021125,Porcine rotavirus A,genomic RNA,feces,taxon:10967,Viet Nam,12-Jun-2014,,1205242805,903,"{'gb': ['KY021125.1'], 'gi': ['1205242805']}",17-JUN-2017,2017-06-17,Asia,swine,,,,,
MN862107,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862107,Rotavirus A,genomic RNA,,taxon:28875,USA,2014,Douglas Marthaler,1877761076,901,"{'gb': ['MN862107.1'], 'gi': ['1877761076']}",27-JUL-2020,2020-07-27,North America,pig,Iowa,genotype: G3,G3,G3,None
KJ701399,Sequencing Technology :: Sanger dideoxy sequencing,07-JUL-2014,KJ701399,Porcine rotavirus A,genomic RNA,diarrheal stool,taxon:10967,India,10-Jan-2013,P. Chakraborty,661920313,900,"{'gb': ['KJ701399.1'], 'gi': ['661920313']}",07-JUL-2014,2014-07-07,Asia,porcine,,,,,
KJ701400,Sequencing Technology :: Sanger dideoxy sequencing,07-JUL-2014,KJ701400,Porcine rotavirus A,genomic RNA,diarrheal stool,taxon:10967,India,20-Sep-2012,P. Chakraborty,661920315,900,"{'gb': ['KJ701400.1'], 'gi': ['661920315']}",07-JUL-2014,2014-07-07,Asia,porcine,,,,,
KP057834,Assembly Method :: Trinity RNA sequence Assembly v. 2011-01-12 ; Sequencing Technology :: Illumina,11-JAN-2015,KP057834,Rotavirus A,genomic RNA,feces,taxon:28875,Kenya,Feb-2013,,743692678,900,"{'gb': ['KP057834.1'], 'gi': ['743692678']}",11-FEB-2015,2015-02-11,Africa,pig,,,,,
MN862227,Sequencing Technology :: Sanger dideoxy sequencing,27-JUL-2020,MN862227,Rotavirus A,genomic RNA,,taxon:28875,USA,2014,Douglas Marthaler,1877761316,900,"{'gb': ['MN862227.1'], 'gi': ['1877761316']}",27-JUL-2020,2020-07-27,North America,pig,Indiana,"Mixed G4 and G9 sample;
genotype: G9","G4, G9, G9",G4,None
KX362929,Assembly Method :: SPAdes v. 3.5 ; Sequencing Technology :: Illumina,02-JUL-2016,KX362929,Rotavirus A,genomic RNA,,taxon:28875,Viet Nam,24-Dec-2012,,1040789297,899,"{'gb': ['KX362929.1'], 'gi': ['1040789297']}",02-JUL-2016,2016-07-02,Asia,Homo sapiens,,genotype: G2,G2,G2,None
KX363201,Assembly Method :: SPAdes v. 3.5 ; Sequencing Technology :: Illumina,02-JUL-2016,KX363201,Rotavirus A,genomic RNA,,taxon:28875,Viet Nam,26-Feb-2013,,1040789345,899,"{'gb': ['KX363201.1'], 'gi': ['1040789345']}",02-JUL-2016,2016-07-02,Asia,Homo sapiens,,genotype: G1,G1,G1,None
KJ701396,Sequencing Technology :: Sanger dideoxy sequencing,07-JUL-2014,KJ701396,Human rotavirus A,genomic RNA,diarrheal stool,taxon:10941,India,12-Mar-2013,P. Chakraborty,661920307,898,"{'gb': ['KJ701396.1'], 'gi': ['661920307']}",07-JUL-2014,2014-07-07,Asia,Homo sapiens,,,,,
KX363426,Assembly Method :: SPAdes v. 3.5 ; Sequencing Technology :: Illumina,02-JUL-2016,KX363426,Rotavirus A,genomic RNA,,taxon:28875,Viet Nam,27-Mar-2012,,1040789389,898,"{'gb': ['KX363426.1'], 'gi': ['1040789389']}",02-JUL-2016,2016-07-02,Asia,Sus scrofa domesticus,,genotype: G4,G4,G4,None
KC254779,Sequencing Technology :: Sanger dideoxy sequencing,18-MAR-2013,KC254779,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2011,,460479270,897,"{'gb': ['KC254779.1'], 'gi': ['460479270']}",08-AUG-2013,2013-08-08,South America,pig,,,,,
KJ482530,Sequencing Technology :: Sanger dideoxy sequencing,20-MAR-2015,KJ482530,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2013,,743185930,897,"{'gb': ['KJ482530.1'], 'gi': ['743185930']}",18-JUN-2015,2015-06-18,South America,pig,,,,,
KX362716,Assembly Method :: SPAdes v. 3.5 ; Sequencing Technology :: Illumina,02-JUL-2016,KX362716,Rotavirus A,genomic RNA,,taxon:28875,Viet Nam,29-Nov-2013,,1040789257,895,"{'gb': ['KX362716.1'], 'gi': ['1040789257']}",02-JUL-2016,2016-07-02,Asia,Homo sapiens,,genotype: G2,G2,G2,None
KJ482518,Sequencing Technology :: Sanger dideoxy sequencing,20-MAR-2015,KJ482518,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2013,,743185906,894,"{'gb': ['KJ482518.1'], 'gi': ['743185906']}",18-JUN-2015,2015-06-18,South America,pig,,,,,
KJ482526,Sequencing Technology :: Sanger dideoxy sequencing,20-MAR-2015,KJ482526,Porcine rotavirus A,genomic RNA,stool sample,taxon:10967,Brazil,2013,,743185922,894,"{'gb': ['KJ482526.1'], 'gi': ['743185922']}",18-JUN-2015,2015-06-18,South America,pig,,,,,
